store_id,week,regular_price,competition_1_regular_price,competition_2_regular_price,competition_3_regular_price,competition_4_regular_price,competition_5_regular_price,competition_6_regular_price,competition_7_regular_price,competition_8_regular_price,competition_9_regular_price,competition_10_regular_price,promo_price,competition_1_promo_price,competition_2_promo_price,competition_3_promo_price,competition_4_promo_price,competition_5_promo_price,competition_6_promo_price,competition_7_promo_price,competition_8_promo_price,competition_9_promo_price,competition_10_promo_price,quantity,product_encoded
1,1,10.3086447,10.62481496,10.01345094,10.37884683,9.910385451,10.29883175,10.41832395,10.49302848,10.69106696,10.46372916,10.07564008,6.439745037,5.456297186,6.95503071,9.062034777,8.500521403,7.139537261,7.606831029,8.339535734,7.184384051,5.759619711,7.376552967,9.707949194,3
1,1,7.947956375,7.748725741,7.589197902,8.085261859,7.602362658,8.296180575,7.976387797,7.749886578,7.898872368,8.106559676,8.029125447,4.756319303,5.690281703,6.580652984,5.642677626,5.766135292,4.267236238,5.912717917,5.156558103,6.976286665,5.884786305,5.335848535,14.9225862,0
1,1,13.43936777,13.75150838,13.18362091,13.87544043,12.98270722,13.7220757,13.45335163,13.71288218,13.89454503,13.02018057,13.71209073,8.415817205,9.130749164,10.46474852,9.561466804,8.195117704,8.214547528,8.995386866,10.26660277,10.94080064,8.72703088,7.915146825,12.88960698,1
1,1,5.112777178,5.279713304,5.22211755,5.117788801,4.877549357,5.324717232,5.154538568,5.182502575,5.211330655,5.111107341,5.058136689,5.112777178,5.279713304,5.22211755,5.117788801,4.877549357,5.324717232,5.154538568,5.182502575,5.211330655,5.111107341,5.058136689,14.37483393,4
1,1,14.0854249,14.15372068,13.86000156,14.33969753,14.36551747,14.52049322,14.37773,13.40127081,13.91843565,14.39951662,14.76683787,14.0854249,14.15372068,13.86000156,14.33969753,14.36551747,14.52049322,14.37773,13.40127081,13.91843565,14.39951662,14.76683787,9.193817559,2
1,2,16.4155248,16.8820576,16.50752812,16.62608411,17.023184,17.22560931,15.81280459,16.79123157,16.78647946,16.86951915,15.82579814,16.4155248,16.8820576,16.50752812,16.62608411,17.023184,17.22560931,15.81280459,16.79123157,16.78647946,16.86951915,15.82579814,11.18485444,3
1,2,13.76804215,13.45156815,13.10645891,13.88542101,13.80552921,14.18876044,14.27977582,13.67860188,13.9771874,14.45434006,13.90537465,13.76804215,13.45156815,13.10645891,13.88542101,13.80552921,14.18876044,14.27977582,13.67860188,13.9771874,14.45434006,13.90537465,8.095620355,0
1,2,9.337016511,9.392659275,9.561411435,9.130547888,9.410718645,9.309018108,9.513713182,9.536709692,9.044412043,8.965153579,8.942044477,9.337016511,9.392659275,9.561411435,9.130547888,9.410718645,9.309018108,9.513713182,9.536709692,9.044412043,8.965153579,8.942044477,8.550715174,1
1,2,17.86715369,17.67464606,17.59577085,18.08646628,17.96201004,17.63969314,17.70092941,18.01224602,18.05520717,16.98098866,18.7377979,12.21386077,10.62483889,10.99739178,12.23056472,11.59216962,14.26958593,15.09577418,15.53305688,13.99295756,8.586303387,11.8724299,8.072842319,4
1,2,18.00665568,18.00599125,18.43893206,17.70722017,17.28438824,17.16950644,18.86238389,17.81241663,17.81159136,17.28585924,18.14481007,18.00665568,18.00599125,18.43893206,17.70722017,17.28438824,17.16950644,18.86238389,17.81241663,17.81159136,17.28585924,18.14481007,9.36045402,2
